"plotID","pointID","plotType","subtype","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","coordinateSource","elevation","elevationUncertainty","nlcdClass","applicableModules","versionStartDate","versionEndDate","site"
"BART_006","21","distributed","basePlot",44.060355,-71.311178,"WGS84","19N",314889.597,4881173.346,0.15,"GeoXH 6000",446.71,0.23,"deciduousForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_006","25","distributed","basePlot",44.060341,-71.310646,"WGS84","19N",314932.152,4881170.596,0.19,"GeoXH 6000",437.12,0.19,"deciduousForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_006","31","distributed","basePlot",44.060421,-71.311033,"WGS84","19N",314901.401,4881180.42,0.18,"GeoXH 6000",443.56,0.27,"deciduousForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_006","31","distributed","basePlot",44.060467,-71.310972,"WGS84","19N",314906.401,4881185.42,2.18,"GIS",443.56,0.27,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","31.1.1","distributed","basePlot",44.060426,-71.311027,"WGS84","19N",314901.901,4881180.92,0.43,"GIS",443.56,0.27,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","31.1.10","distributed","basePlot",44.060436,-71.311014,"WGS84","19N",314902.982,4881182.001,1.18,"GIS",443.56,0.27,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","40","distributed","basePlot",44.060565,-71.310977,"WGS84","19N",314906.345,4881196.219,2.2,"GIS",437.66,0.28,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","40.1.1","distributed","basePlot",44.060523,-71.311031,"WGS84","19N",314901.845,4881191.719,0.45,"GIS",437.66,0.28,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","40.1.10","distributed","basePlot",44.060533,-71.311018,"WGS84","19N",314902.926,4881192.8,1.2,"GIS",437.66,0.28,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","40.3.1","distributed","basePlot",44.060604,-71.311035,"WGS84","19N",314901.845,4881200.719,0.45,"GIS",437.66,0.28,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","40.3.10","distributed","basePlot",44.060594,-71.311021,"WGS84","19N",314902.926,4881199.638,1.2,"GIS",437.66,0.28,"deciduousForest","div",20140101,20201020,"BART"
"BART_006","49","distributed","basePlot",44.060608,-71.311041,"WGS84","19N",314901.345,4881201.219,0.2,"GeoXH 6000",437.66,0.28,"deciduousForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_006","57","distributed","basePlot",44.0607,-71.311153,"WGS84","19N",314892.652,4881211.624,0.23,"GeoXH 6000",440.52,0.38,"deciduousForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_018","21","distributed","basePlot",44.058252,-71.278097,"WGS84","19N",317532.715,4880865.963,0.27,"GeoXH 6000",320.44,0.4,"mixedForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_018","25","distributed","basePlot",44.058301,-71.277609,"WGS84","19N",317571.961,4880870.375,0.31,"GeoXH 6000",315.49,0.41,"mixedForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_018","31","distributed","basePlot",44.058373,-71.27799,"WGS84","19N",317541.647,4880879.24,0.14,"GeoXH 6000",313.4,0.19,"mixedForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_018","31","distributed","basePlot",44.05842,-71.27793,"WGS84","19N",317546.647,4880884.24,2.14,"GIS",313.4,0.19,"mixedForest","div",20140101,20201020,"BART"
"BART_018","31.1.1","distributed","basePlot",44.058378,-71.277984,"WGS84","19N",317542.147,4880879.74,0.39,"GIS",313.4,0.19,"mixedForest","div",20140101,20201020,"BART"
"BART_018","31.1.10","distributed","basePlot",44.058388,-71.277971,"WGS84","19N",317543.228,4880880.821,1.14,"GIS",313.4,0.19,"mixedForest","div",20140101,20201020,"BART"
"BART_018","32","distributed","basePlot",44.058447,-71.277809,"WGS84","19N",317556.365,4880886.958,2.21,"GIS",313.62,0.36,"mixedForest","div",20140101,20201020,"BART"
"BART_018","32.2.1","distributed","basePlot",44.058407,-71.277752,"WGS84","19N",317560.865,4880882.458,0.46,"GIS",313.62,0.36,"mixedForest","div",20140101,20201020,"BART"
"BART_018","32.2.10","distributed","basePlot",44.058417,-71.277766,"WGS84","19N",317559.784,4880883.539,1.21,"GIS",313.62,0.36,"mixedForest","div",20140101,20201020,"BART"
"BART_018","32.4.1","distributed","basePlot",44.058488,-71.277755,"WGS84","19N",317560.865,4880891.458,0.46,"GIS",313.62,0.36,"mixedForest","div",20140101,20201020,"BART"
"BART_018","32.4.10","distributed","basePlot",44.058478,-71.277768,"WGS84","19N",317559.784,4880890.377,1.21,"GIS",313.62,0.36,"mixedForest","div",20140101,20201020,"BART"
"BART_018","33","distributed","basePlot",44.058403,-71.277745,"WGS84","19N",317561.365,4880881.958,0.21,"GeoXH 6000",313.62,0.36,"mixedForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_018","40","distributed","basePlot",44.058483,-71.27791,"WGS84","19N",317548.407,4880891.263,2.3,"GIS",319.27,0.46,"mixedForest","div",20140101,20201020,"BART"
"BART_018","40.1.1","distributed","basePlot",44.058442,-71.277965,"WGS84","19N",317543.907,4880886.763,0.55,"GIS",319.27,0.46,"mixedForest","div",20140101,20201020,"BART"
"BART_018","40.1.10","distributed","basePlot",44.058452,-71.277952,"WGS84","19N",317544.988,4880887.844,1.3,"GIS",319.27,0.46,"mixedForest","div",20140101,20201020,"BART"
"BART_018","40.3.1","distributed","basePlot",44.058523,-71.277968,"WGS84","19N",317543.907,4880895.763,0.55,"GIS",319.27,0.46,"mixedForest","div",20140101,20201020,"BART"
"BART_018","40.3.10","distributed","basePlot",44.058513,-71.277954,"WGS84","19N",317544.988,4880894.682,1.3,"GIS",319.27,0.46,"mixedForest","div",20140101,20201020,"BART"
"BART_018","49","distributed","basePlot",44.058527,-71.277974,"WGS84","19N",317543.407,4880896.263,0.3,"GeoXH 6000",319.27,0.46,"mixedForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_018","57","distributed","basePlot",44.058637,-71.278147,"WGS84","19N",317529.921,4880908.805,0.27,"GeoXH 6000",316.45,0.41,"mixedForest","cdw|cfc|dhp|hbp|vst",20140101,20201020,"BART"
"BART_019","25","distributed","tickPlot",44.069167,-71.287714,"WGS84","19N",316796.145,4882099.698,0.2,"GeoXH 6000",239.71,0.34,"mixedForest","tck",20140101,20201022,"BART"
"BART_019","57","distributed","tickPlot",44.069557,-71.2883,"WGS84","19N",316750.392,4882144.296,0.2,"GeoXH 6000",229.12,0.29,"mixedForest","tck",20140101,20201022,"BART"
"BART_019","61","distributed","tickPlot",44.069503,-71.287737,"WGS84","19N",316795.274,4882137.014,0.16,"GeoXH 6000",239.92,0.2,"mixedForest","tck",20140101,20201022,"BART"
"BART_031","31","distributed","basePlot",44.055507,-71.305176,"WGS84","19N",315355.223,4880621.477,2.24,"GIS",420.25,0.3,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","31.1.1","distributed","basePlot",44.055466,-71.305231,"WGS84","19N",315350.723,4880616.977,0.49,"GIS",420.25,0.3,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","31.1.10","distributed","basePlot",44.055476,-71.305218,"WGS84","19N",315351.804,4880618.058,1.24,"GIS",420.25,0.3,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","40","distributed","basePlot",44.055581,-71.305153,"WGS84","19N",315357.267,4880629.646,2.19,"GIS",409.02,0.26,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","40.1.1","distributed","basePlot",44.05554,-71.305208,"WGS84","19N",315352.767,4880625.146,0.44,"GIS",409.02,0.26,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","40.1.10","distributed","basePlot",44.05555,-71.305195,"WGS84","19N",315353.848,4880626.227,1.19,"GIS",409.02,0.26,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","40.3.1","distributed","basePlot",44.055621,-71.305211,"WGS84","19N",315352.767,4880634.146,0.44,"GIS",409.02,0.26,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","40.3.10","distributed","basePlot",44.055611,-71.305197,"WGS84","19N",315353.848,4880633.065,1.19,"GIS",409.02,0.26,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","41.4.1","distributed","basePlot",44.055614,-71.305019,"WGS84","19N",315368.133,4880633.022,0.47,"GIS",413.38,0.31,"evergreenForest","div",20140101,20201020,"BART"
"BART_031","41.4.10","distributed","basePlot",44.055604,-71.305032,"WGS84","19N",315367.052,4880631.941,1.22,"GIS",413.38,0.31,"evergreenForest","div",20140101,20201020,"BART"
"BART_032","43","tower","basePlot",44.067473,-71.287329,"WGS84","19N",316821.744,4881910.708,0.16,"GeoXH 6000",246.14,0.25,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst",20140101,20201022,"BART"
"BART_032","59","tower","basePlot",44.067656,-71.287598,"WGS84","19N",316800.754,4881931.566,0.18,"GeoXH 6000",247.07,0.27,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst",20140101,20201022,"BART"
"BART_032","61","tower","basePlot",44.067661,-71.28731,"WGS84","19N",316823.858,4881931.503,0.21,"GeoXH 6000",244.67,0.27,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst",20140101,20201022,"BART"
"BART_034","61","tower","basePlot",44.064459,-71.285359,"WGS84","19N",316970.226,4881571.529,0.17,"GeoXH 6000",266.34,0.21,"mixedForest","bbc|cdw|cfc|dhp|hbp|ltr|vst",20140101,20201022,"BART"
"BART_046","39","tower","basePlot",44.059952,-71.285675,"WGS84","19N",316930.962,4881071.617,0.17,"GeoXH 6000",298.46,0.21,"deciduousForest","bbc|cdw|cfc|dhp|hbp|ltr|vst",20140101,20201022,"BART"
"BART_080","32","distributed","basePlot",44.047346,-71.31967,"WGS84","19N",314168.68,4879747.63,2.17,"GIS",624.72,0.26,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","32.2.1","distributed","basePlot",44.047307,-71.319613,"WGS84","19N",314173.18,4879743.13,0.42,"GIS",624.72,0.26,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","32.2.10","distributed","basePlot",44.047316,-71.319627,"WGS84","19N",314172.099,4879744.211,1.17,"GIS",624.72,0.26,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","32.4.1","distributed","basePlot",44.047388,-71.319616,"WGS84","19N",314173.18,4879752.13,0.42,"GIS",624.72,0.26,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","32.4.10","distributed","basePlot",44.047378,-71.319629,"WGS84","19N",314172.099,4879751.049,1.17,"GIS",624.72,0.26,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","40","distributed","basePlot",44.047422,-71.319805,"WGS84","19N",314158.12,4879756.375,2.14,"GIS",631.89,0.18,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","40.1.1","distributed","basePlot",44.047381,-71.31986,"WGS84","19N",314153.62,4879751.875,0.39,"GIS",631.89,0.18,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","40.1.10","distributed","basePlot",44.047391,-71.319847,"WGS84","19N",314154.701,4879752.956,1.14,"GIS",631.89,0.18,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","40.3.1","distributed","basePlot",44.047462,-71.319863,"WGS84","19N",314153.62,4879760.875,0.39,"GIS",631.89,0.18,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","40.3.10","distributed","basePlot",44.047452,-71.319849,"WGS84","19N",314154.701,4879759.794,1.14,"GIS",631.89,0.18,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","41.4.1","distributed","basePlot",44.047457,-71.31964,"WGS84","19N",314171.442,4879759.801,0.42,"GIS",631.56,0.26,"deciduousForest","div",20150101,20201019,"BART"
"BART_080","41.4.10","distributed","basePlot",44.047447,-71.319653,"WGS84","19N",314170.361,4879758.72,1.17,"GIS",631.56,0.26,"deciduousForest","div",20150101,20201019,"BART"
"DEJU_017","E10","distributed","mammalGrid",63.881578,-145.7815,"WGS84","06N",559849,7084390,NA,"GIS",516.24,NA,"evergreenForest","mam",20100101,20230601,"DEJU"
"DEJU_017","E6","distributed","mammalGrid",63.881933,-145.781458,"WGS84","06N",559850,7084429,NA,"GIS",515.42,NA,"evergreenForest","mam",20100101,20230601,"DEJU"
"DEJU_017","E7","distributed","mammalGrid",63.881844,-145.781457,"WGS84","06N",559850,7084419,NA,"GIS",515.61,NA,"evergreenForest","mam",20100101,20230601,"DEJU"
"DEJU_017","E8","distributed","mammalGrid",63.881751,-145.781478,"WGS84","06N",559850,7084409,NA,"GIS",515.8,NA,"evergreenForest","mam",20100101,20230601,"DEJU"
"DEJU_017","E9","distributed","mammalGrid",63.881662,-145.78147,"WGS84","06N",559850,7084399,NA,"GIS",516.02,NA,"evergreenForest","mam",20100101,20230601,"DEJU"
"DSNY_001","25","distributed","basePlot",28.096522,-81.418375,"WGS84","17N",458900.813,3107965.337,0.1,"GeoXH 6000",20.74,0.11,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20120101,20230719,"DSNY"
"DSNY_001","57","distributed","basePlot",28.096875,-81.418786,"WGS84","17N",458860.538,3108004.645,0.1,"GeoXH 6000",20.6,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20120101,20230719,"DSNY"
"DSNY_001","61","distributed","basePlot",28.096874,-81.418382,"WGS84","17N",458900.315,3108004.329,0.1,"GeoXH 6000",20.9,0.12,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20120101,20230719,"DSNY"
"DSNY_002","32","distributed","basePlot",28.048202,-81.416827,"WGS84","17N",459034.553,3102612.072,2.1,"GIS",17.61,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","32.2.1","distributed","basePlot",28.048162,-81.416781,"WGS84","17N",459039.053,3102607.572,0.35,"GIS",17.61,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","32.2.10","distributed","basePlot",28.048172,-81.416792,"WGS84","17N",459037.972,3102608.653,1.1,"GIS",17.61,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","32.4.1","distributed","basePlot",28.048243,-81.416782,"WGS84","17N",459039.053,3102616.572,0.35,"GIS",17.61,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","32.4.10","distributed","basePlot",28.048233,-81.416792,"WGS84","17N",459037.972,3102615.491,1.1,"GIS",17.61,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","33","distributed","basePlot",28.048157,-81.416776,"WGS84","17N",459039.553,3102607.072,0.1,"GeoXH 6000",17.61,0.1,"woodyWetlands","cdw|cfc|dhp|hbp|vst",20140101,20230802,"DSNY"
"DSNY_002","40","distributed","basePlot",28.048289,-81.416936,"WGS84","17N",459023.88,3102621.691,2.1,"GIS",17.73,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","40.1.1","distributed","basePlot",28.048248,-81.416982,"WGS84","17N",459019.38,3102617.191,0.35,"GIS",17.73,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","40.1.10","distributed","basePlot",28.048258,-81.416971,"WGS84","17N",459020.461,3102618.272,1.1,"GIS",17.73,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","40.3.1","distributed","basePlot",28.048329,-81.416982,"WGS84","17N",459019.38,3102626.191,0.35,"GIS",17.73,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","40.3.10","distributed","basePlot",28.04832,-81.416971,"WGS84","17N",459020.461,3102625.11,1.1,"GIS",17.73,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","41.4.1","distributed","basePlot",28.048333,-81.416788,"WGS84","17N",459038.476,3102626.524,0.35,"GIS",17.52,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","41.4.10","distributed","basePlot",28.048323,-81.416799,"WGS84","17N",459037.395,3102625.443,1.1,"GIS",17.52,0.1,"woodyWetlands","div",20140101,20230802,"DSNY"
"DSNY_002","49","distributed","basePlot",28.048334,-81.416987,"WGS84","17N",459018.88,3102626.691,0.1,"GeoXH 6000",17.73,0.1,"woodyWetlands","cdw|cfc|dhp|hbp|vst",20140101,20230802,"DSNY"
"DSNY_002","51","distributed","basePlot",28.048337,-81.416783,"WGS84","17N",459038.976,3102627.024,0.1,"GeoXH 6000",17.52,0.1,"woodyWetlands","cdw|cfc|dhp|hbp|vst",20140101,20230802,"DSNY"
"DSNY_003","57","distributed","basePlot",28.074396,-81.425733,"WGS84","17N",458169.407,3105516.777,0.1,"GeoXH 6000",18.71,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20140101,20201209,"DSNY"
"DSNY_003","61","distributed","basePlot",28.074363,-81.425319,"WGS84","17N",458210.118,3105512.988,0.1,"GeoXH 6000",18.78,0.11,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20140101,20201209,"DSNY"
"DSNY_005","21","distributed","basePlot",28.039442,-81.393518,"WGS84","17N",461322.216,3101633.986,0.1,"GeoXH 6000",18.97,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201208,"DSNY"
"DSNY_005","21","distributed","basePlot",28.039461,-81.393521,"WGS84","17N",461321.925,3101636.099,2.57,"GeoXH 6000",14.85,4.06,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_005","25","distributed","basePlot",28.039441,-81.393106,"WGS84","17N",461362.772,3101633.719,0.11,"GeoXH 6000",19.23,0.14,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201208,"DSNY"
"DSNY_005","25","distributed","basePlot",28.039462,-81.393113,"WGS84","17N",461362.036,3101636.049,2.74,"GeoXH 6000",14.05,4.12,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_005","31","distributed","basePlot",28.039552,-81.393417,"WGS84","17N",461332.225,3101646.168,0.1,"GeoXH 6000",19.46,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_005","31","distributed","basePlot",28.039597,-81.393366,"WGS84","17N",461337.225,3101651.168,2.1,"GIS",19.46,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","31.1.1","distributed","basePlot",28.039557,-81.393412,"WGS84","17N",461332.725,3101646.668,0.35,"GIS",19.46,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","31.1.10","distributed","basePlot",28.039566,-81.393401,"WGS84","17N",461333.806,3101647.749,1.1,"GIS",19.46,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","32","distributed","basePlot",28.039596,-81.39327,"WGS84","17N",461346.713,3101651.018,2.1,"GIS",19.34,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","32.2.1","distributed","basePlot",28.039556,-81.393224,"WGS84","17N",461351.213,3101646.518,0.35,"GIS",19.34,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","32.2.10","distributed","basePlot",28.039565,-81.393235,"WGS84","17N",461350.132,3101647.599,1.1,"GIS",19.34,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","32.4.1","distributed","basePlot",28.039637,-81.393224,"WGS84","17N",461351.213,3101655.518,0.35,"GIS",19.34,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","32.4.10","distributed","basePlot",28.039627,-81.393235,"WGS84","17N",461350.132,3101654.437,1.1,"GIS",19.34,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","33","distributed","basePlot",28.039551,-81.393219,"WGS84","17N",461351.713,3101646.018,0.1,"GeoXH 6000",19.34,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_005","40","distributed","basePlot",28.03969,-81.393367,"WGS84","17N",461337.133,3101661.431,2.1,"GIS",19.47,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","40.1.1","distributed","basePlot",28.039649,-81.393413,"WGS84","17N",461332.633,3101656.931,0.35,"GIS",19.47,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","40.1.10","distributed","basePlot",28.039659,-81.393402,"WGS84","17N",461333.714,3101658.012,1.1,"GIS",19.47,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","40.3.1","distributed","basePlot",28.03973,-81.393413,"WGS84","17N",461332.633,3101665.931,0.35,"GIS",19.47,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","40.3.10","distributed","basePlot",28.039721,-81.393402,"WGS84","17N",461333.714,3101664.85,1.1,"GIS",19.47,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","41.4.1","distributed","basePlot",28.03972,-81.393216,"WGS84","17N",461352.067,3101664.718,0.35,"GIS",19.38,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","41.4.10","distributed","basePlot",28.03971,-81.393227,"WGS84","17N",461350.986,3101663.637,1.1,"GIS",19.38,0.1,"woodyWetlands","div",20130101,20220913,"DSNY"
"DSNY_005","49","distributed","basePlot",28.039735,-81.393418,"WGS84","17N",461332.133,3101666.431,0.1,"GeoXH 6000",19.47,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_005","51","distributed","basePlot",28.039725,-81.393211,"WGS84","17N",461352.567,3101665.218,0.1,"GeoXH 6000",19.38,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_005","57","distributed","basePlot",28.039828,-81.393516,"WGS84","17N",461322.542,3101676.731,0.11,"GeoXH 6000",19.07,0.16,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201208,"DSNY"
"DSNY_005","57","distributed","basePlot",28.039815,-81.39353,"WGS84","17N",461321.189,3101675.361,2.58,"GeoXH 6000",15.86,4.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_005","61","distributed","basePlot",28.039798,-81.393107,"WGS84","17N",461362.807,3101673.314,0.1,"GeoXH 6000",19.24,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201208,"DSNY"
"DSNY_005","61","distributed","basePlot",28.039816,-81.393115,"WGS84","17N",461361.968,3101675.271,2.56,"GeoXH 6000",15.29,3.9,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20220913,"DSNY"
"DSNY_006","40","distributed","basePlot",28.09301,-81.399388,"WGS84","17N",460764.721,3107569.977,2.1,"GIS",20.75,0.1,"woodyWetlands","div",20130101,20201210,"DSNY"
"DSNY_006","40.1.1","distributed","basePlot",28.092969,-81.399434,"WGS84","17N",460760.221,3107565.477,0.35,"GIS",20.75,0.1,"woodyWetlands","div",20130101,20201210,"DSNY"
"DSNY_006","40.1.10","distributed","basePlot",28.092979,-81.399423,"WGS84","17N",460761.302,3107566.558,1.1,"GIS",20.75,0.1,"woodyWetlands","div",20130101,20201210,"DSNY"
"DSNY_006","40.3.1","distributed","basePlot",28.09305,-81.399434,"WGS84","17N",460760.221,3107574.477,0.35,"GIS",20.75,0.1,"woodyWetlands","div",20130101,20201210,"DSNY"
"DSNY_006","40.3.10","distributed","basePlot",28.09304,-81.399423,"WGS84","17N",460761.302,3107573.396,1.1,"GIS",20.75,0.1,"woodyWetlands","div",20130101,20201210,"DSNY"
"DSNY_006","49","distributed","basePlot",28.093055,-81.399439,"WGS84","17N",460759.721,3107574.977,0.1,"GeoXH 6000",20.75,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201210,"DSNY"
"DSNY_006","61","distributed","basePlot",28.093144,-81.399127,"WGS84","17N",460790.458,3107584.807,0.1,"GeoXH 6000",18.91,0.1,"woodyWetlands","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201210,"DSNY"
"DSNY_009","25","distributed","basePlot",28.072938,-81.428355,"WGS84","17N",457911.211,3105356.179,0.1,"GeoXH 6000",18.8,0.1,"pastureHay","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201209,"DSNY"
"DSNY_009","32","distributed","basePlot",28.073072,-81.428509,"WGS84","17N",457896.161,3105371.075,2.1,"GIS",18.87,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","32.2.1","distributed","basePlot",28.073032,-81.428463,"WGS84","17N",457900.661,3105366.575,0.35,"GIS",18.87,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","32.2.10","distributed","basePlot",28.073041,-81.428474,"WGS84","17N",457899.58,3105367.656,1.1,"GIS",18.87,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","32.4.1","distributed","basePlot",28.073113,-81.428463,"WGS84","17N",457900.661,3105375.575,0.35,"GIS",18.87,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","32.4.10","distributed","basePlot",28.073103,-81.428474,"WGS84","17N",457899.58,3105374.494,1.1,"GIS",18.87,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","33","distributed","basePlot",28.073027,-81.428458,"WGS84","17N",457901.161,3105366.075,0.1,"GeoXH 6000",18.87,0.1,"pastureHay","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201208,"DSNY"
"DSNY_009","40","distributed","basePlot",28.073154,-81.428615,"WGS84","17N",457885.726,3105380.181,2.1,"GIS",18.91,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","40.1.1","distributed","basePlot",28.073113,-81.428661,"WGS84","17N",457881.226,3105375.681,0.35,"GIS",18.91,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","40.1.10","distributed","basePlot",28.073123,-81.42865,"WGS84","17N",457882.307,3105376.762,1.1,"GIS",18.91,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","40.3.1","distributed","basePlot",28.073194,-81.428661,"WGS84","17N",457881.226,3105384.681,0.35,"GIS",18.91,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","40.3.10","distributed","basePlot",28.073185,-81.42865,"WGS84","17N",457882.307,3105383.6,1.1,"GIS",18.91,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","41.4.1","distributed","basePlot",28.073211,-81.428477,"WGS84","17N",457899.349,3105386.451,0.35,"GIS",18.94,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","41.4.10","distributed","basePlot",28.073201,-81.428488,"WGS84","17N",457898.268,3105385.37,1.1,"GIS",18.94,0.1,"pastureHay","div",20130101,20201208,"DSNY"
"DSNY_009","49","distributed","basePlot",28.073199,-81.428666,"WGS84","17N",457880.726,3105385.181,0.1,"GeoXH 6000",18.91,0.1,"pastureHay","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201208,"DSNY"
"DSNY_009","51","distributed","basePlot",28.073215,-81.428472,"WGS84","17N",457899.849,3105386.951,0.1,"GeoXH 6000",18.94,0.1,"pastureHay","bgc|cdw|cfc|dhp|hbp|sme|vst",20130101,20201208,"DSNY"
