plotID,subplotID,plotType,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,coordSrc,elevation,vertUncert,nlcdClass,appMods,subpltSize,subpltDim,refPoint,plotName,plotStatus
DSNY_018,23_400,distributed,basePlot,28.0611229602967,-81.4262742959375,WGS84,17N,458111.092,3104046.607,2.1,GIS,17.55,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_018_basePlot,current
DSNY_019,23_400,distributed,basePlot,28.0747457549041,-81.3945723153939,WGS84,17N,461231.285,3105545.211,2.1,GIS,20.56,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_019_basePlot,current
DSNY_020,23_400,distributed,basePlot,28.0971883865897,-81.4077978442935,WGS84,17N,459940.129,3108035.645,2.1,GIS,20.56,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_020_basePlot,current
DSNY_021,23_400,distributed,basePlot,28.0525483488941,-81.3932722968516,WGS84,17N,461351.079,3103085.822,2.1,GIS,19.59,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_021_basePlot,current
DSNY_022,23_400,distributed,basePlot,28.0831442623011,-81.3921576136204,WGS84,17N,461471.541,3106474.813,2.1,GIS,20.32,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_022_basePlot,current
DSNY_023,23_400,distributed,basePlot,28.0946912685896,-81.4230447187838,WGS84,17N,458441.381,3107764.133,2.1,GIS,19.61,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_023_basePlot,current
DSNY_024,23_400,distributed,basePlot,28.0454405829831,-81.4185805891644,WGS84,17N,458861.172,3102306.728,2.1,GIS,17.24,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_024_basePlot,current
DSNY_025,23_400,distributed,basePlot,28.0716857961161,-81.4205178396836,WGS84,17N,458680.811,3105214.769,2.1,GIS,19.94,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_025_basePlot,current
DSNY_026,23_400,distributed,basePlot,28.1198868861718,-81.423457398082,WGS84,17N,458410.559,3110555.408,2.2,GIS,19.5,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_026_basePlot,current
DSNY_027,23_400,distributed,basePlot,28.0920531585479,-81.4050351392361,WGS84,17N,460209.631,3107465.867,2.1,GIS,20.69,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_027_basePlot,current
DSNY_034,23_400,distributed,basePlot,28.063846892902,-81.4183465306194,WGS84,17N,458891.178,3104345.657,2.1,GIS,19.34,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_034_basePlot,current
DSNY_036,23_400,distributed,basePlot,28.0604134003273,-81.3844504505729,WGS84,17N,462220.805,3103954.325,2.1,GIS,19.6,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_036_basePlot,current
DSNY_037,23_400,distributed,basePlot,28.0447039327061,-81.3920212314307,WGS84,17N,461471.233,3102216.442,2.1,GIS,19.51,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_037_basePlot,current
DSNY_001,39_400,distributed,basePlot,28.0967903617795,-81.4186806837647,WGS84,17N,458870.895,3107995.184,2.1,GIS,20.75,0.53,woodyWetlands,cfc|bgc|sme,400,20m x 20m,41,DSNY_001_basePlot,current
DSNY_002,39_400,distributed,basePlot,28.0483342832415,-81.4169810702955,WGS84,17N,459019.474,3102626.746,2.1,GIS,17.71,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_002_basePlot,current
DSNY_003,39_400,distributed,basePlot,28.0742992659978,-81.4256344879666,WGS84,17N,458179.067,3105506.031,2.1,GIS,18.76,0.53,woodyWetlands,cfc|bgc|sme,400,20m x 20m,41,DSNY_003_basePlot,current
DSNY_004,39_400,distributed,basePlot,28.0998221959251,-81.4000759804036,WGS84,17N,460699.65,3108324.895,2.1,GIS,18.64,0.53,woodyWetlands,cfc|bgc|sme,400,20m x 20m,41,DSNY_004_basePlot,current
DSNY_005,39_400,distributed,basePlot,28.0397307052087,-81.3934248437839,WGS84,17N,461331.503,3101665.966,2.1,GIS,19.29,0.53,woodyWetlands,cfc|bgc|sme,400,20m x 20m,41,DSNY_005_basePlot,current
DSNY_006,39_400,distributed,basePlot,28.093060138636,-81.3994361706868,WGS84,17N,460760.041,3107575.6,2.1,GIS,20.66,0.53,woodyWetlands,cfc|bgc|sme,400,20m x 20m,41,DSNY_006_basePlot,current
DSNY_007,39_400,distributed,basePlot,28.0532042974184,-81.4176095714142,WGS84,17N,458959.554,3103166.446,2.1,GIS,17.63,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_007_basePlot,current
DSNY_008,39_400,distributed,basePlot,28.0467515434815,-81.4019903904008,WGS84,17N,460492.18,3102446.463,2.1,GIS,18.68,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_008_basePlot,current
DSNY_009,39_400,distributed,basePlot,28.0732083412231,-81.42866146726,WGS84,17N,457881.221,3105386.224,2.1,GIS,18.79,0.53,pastureHay,cfc|bgc|sme,400,20m x 20m,41,DSNY_009_basePlot,current
DSNY_010,39_400,distributed,basePlot,28.1186802180893,-81.4352629163939,WGS84,17N,457250.601,3110425.83,2.1,GIS,19.86,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_010_basePlot,current
DSNY_011,39_400,distributed,basePlot,28.0708877048743,-81.3840759627411,WGS84,17N,462261.265,3105114.527,2.24,GIS,18.93,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_011_basePlot,current
DSNY_012,39_400,distributed,basePlot,28.1030737763936,-81.4065006537158,WGS84,17N,460069.738,3108687.192,2.1,GIS,20.08,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_012_basePlot,current
DSNY_013,39_400,distributed,basePlot,28.1105754992012,-81.426060485912,WGS84,17N,458151.282,3109524.798,2.1,GIS,19.76,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_013_basePlot,current
DSNY_014,39_400,distributed,basePlot,28.0634624631031,-81.428619686578,WGS84,17N,457881.526,3104306.581,2.1,GIS,18.18,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_014_basePlot,current
DSNY_015,39_400,distributed,basePlot,28.111938037657,-81.4217819016344,WGS84,17N,458572.063,3109674.273,2.1,GIS,20.68,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_015_basePlot,current
DSNY_016,39_400,distributed,basePlot,28.0440408037272,-81.3937275010103,WGS84,17N,461303.298,3102143.523,2.1,GIS,19.54,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_016_basePlot,current
DSNY_017,39_400,distributed,basePlot,28.058372402948,-81.4029765387903,WGS84,17N,460399.518,3103734.113,2.1,GIS,19.79,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_017_basePlot,current
DSNY_018,39_400,distributed,basePlot,28.061302867599,-81.4264785300747,WGS84,17N,458091.092,3104066.607,2.1,GIS,17.68,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_018_basePlot,current
DSNY_019,39_400,distributed,basePlot,28.0749257092982,-81.3947765234155,WGS84,17N,461211.285,3105565.211,2.1,GIS,20.55,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_019_basePlot,current
DSNY_020,39_400,distributed,basePlot,28.0973683200451,-81.4080021170685,WGS84,17N,459920.129,3108055.645,2.1,GIS,20.61,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_020_basePlot,current
DSNY_021,39_400,distributed,basePlot,28.0527283062502,-81.3934764603003,WGS84,17N,461331.079,3103105.822,2.1,GIS,19.68,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_021_basePlot,current
DSNY_022,39_400,distributed,basePlot,28.0833242199484,-81.3923618337299,WGS84,17N,461451.541,3106494.813,2.1,GIS,20.22,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_022_basePlot,current
DSNY_023,39_400,distributed,basePlot,28.0948711791852,-81.4232490118936,WGS84,17N,458421.381,3107784.133,2.1,GIS,19.66,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_023_basePlot,current
DSNY_024,39_400,distributed,basePlot,28.0456205025989,-81.4187847806585,WGS84,17N,458841.172,3102326.728,2.1,GIS,17.38,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_024_basePlot,current
DSNY_025,39_400,distributed,basePlot,28.0718657115931,-81.4207220845679,WGS84,17N,458660.811,3105234.769,2.1,GIS,19.84,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_025_basePlot,current
DSNY_026,39_400,distributed,basePlot,28.1200667949663,-81.4236617401943,WGS84,17N,458390.559,3110575.408,2.2,GIS,19.76,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_026_basePlot,current
DSNY_027,39_400,distributed,basePlot,28.0922330964009,-81.4052393976217,WGS84,17N,460189.631,3107485.867,2.1,GIS,20.67,0.53,woodyWetlands,cfc,400,20m x 20m,41,DSNY_027_basePlot,current
DSNY_034,39_400,distributed,basePlot,28.0640268120137,-81.4185507569293,WGS84,17N,458871.178,3104365.657,2.1,GIS,19.4,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_034_basePlot,current
DSNY_036,39_400,distributed,basePlot,28.0605933705928,-81.3846546145233,WGS84,17N,462200.805,3103974.325,2.1,GIS,19.48,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_036_basePlot,current
DSNY_037,39_400,distributed,basePlot,28.0448838922983,-81.3922253778374,WGS84,17N,461451.233,3102236.442,2.1,GIS,19.62,0.53,pastureHay,cfc,400,20m x 20m,41,DSNY_037_basePlot,current
DSNY_041,41_400,tower,basePlot,28.1251729286341,-81.4326443456209,WGS84,17N,457510.347,3111144.167,2.1,GIS,20.32,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_041_basePlot,current
DSNY_041,21_400,tower,basePlot,28.1249948788911,-81.4328535575654,WGS84,17N,457489.73,3111124.516,2.1,GIS,20.35,0.53,pastureHay,bgc|sme,400,20m x 20m,21,DSNY_041_basePlot,current
DSNY_042,41_400,tower,basePlot,28.1222230429473,-81.4338471690797,WGS84,17N,457391.051,3110817.803,2.1,GIS,19.97,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_042_basePlot,current
DSNY_042,21_400,tower,basePlot,28.1220387606998,-81.4340456164916,WGS84,17N,457371.488,3110797.458,2.13,GIS,19.81,0.53,pastureHay,bgc|sme,400,20m x 20m,21,DSNY_042_basePlot,current
DSNY_043,41_400,tower,basePlot,28.1232907870122,-81.4347690443463,WGS84,17N,457300.934,3110936.41,2.1,GIS,20.33,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_043_basePlot,current
DSNY_043,21_400,tower,basePlot,28.1231102148674,-81.4349756119885,WGS84,17N,457280.575,3110916.479,2.1,GIS,20.23,0.53,pastureHay,bgc|sme,400,20m x 20m,21,DSNY_043_basePlot,current
DSNY_044,21_400,tower,basePlot,28.1260988530856,-81.4337615821383,WGS84,17N,457400.989,3111247.131,2.1,GIS,20.32,0.53,pastureHay,bgc|sme,400,20m x 20m,21,DSNY_044_basePlot,current
DSNY_044,41_400,tower,basePlot,28.1262798437218,-81.433559111952,WGS84,17N,457420.945,3111267.11,2.1,GIS,20.26,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_044_basePlot,current
DSNY_041,23_400,tower,basePlot,28.1249923911413,-81.4326436207319,WGS84,17N,457510.347,3111124.167,2.1,GIS,20.32,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_041_basePlot,current
DSNY_042,23_400,tower,basePlot,28.1220425054056,-81.4338464422653,WGS84,17N,457391.051,3110797.803,2.1,GIS,19.94,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_042_basePlot,current
DSNY_043,23_400,tower,basePlot,28.1231102495207,-81.434768315955,WGS84,17N,457300.934,3110916.41,2.1,GIS,20.28,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_043_basePlot,current
DSNY_044,23_400,tower,basePlot,28.1260993062801,-81.4335583854966,WGS84,17N,457420.945,3111247.11,2.1,GIS,20.4,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_044_basePlot,current
DSNY_041,39_400,tower,basePlot,28.1251722858349,-81.4328479877898,WGS84,17N,457490.347,3111144.167,2.1,GIS,20.34,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_041_basePlot,current
DSNY_042,39_400,tower,basePlot,28.1222223984232,-81.4340508056416,WGS84,17N,457371.051,3110817.803,2.1,GIS,20.17,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_042_basePlot,current
DSNY_043,39_400,tower,basePlot,28.1232901410965,-81.434972682901,WGS84,17N,457280.934,3110936.41,2.1,GIS,20.24,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_043_basePlot,current
DSNY_044,39_400,tower,basePlot,28.1262791995406,-81.4337627561882,WGS84,17N,457400.945,3111267.11,2.1,GIS,20.29,0.53,pastureHay,bgc|sme,400,20m x 20m,41,DSNY_044_basePlot,current
DSNY_001,31_1_1,distributed,basePlot,28.0966137421494,-81.4186707145645,WGS84,17N,458871.807,3107975.615,0.35,GIS,20.7,0.53,woodyWetlands,div|vst,1,1m x 1m,31,DSNY_001_basePlot,current
DSNY_001,31_10_1,distributed,basePlot,28.0966235350983,-81.4186597470605,WGS84,17N,458872.88813883,3107976.69613883,1.1,GIS,20.72,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,31,DSNY_001_basePlot,current
DSNY_001,31_100,distributed,basePlot,28.0966545031161,-81.4186250647543,WGS84,17N,458876.307,3107980.115,2.1,GIS,20.71,0.53,woodyWetlands,div|vst,100,10m x 10m,31,DSNY_001_basePlot,current
DSNY_001,32_1_2,distributed,basePlot,28.0966149632064,-81.4184805754667,WGS84,17N,458890.486,3107975.686,0.35,GIS,20.82,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_001_basePlot,current
DSNY_001,32_1_4,distributed,basePlot,28.0966962055648,-81.4184808906122,WGS84,17N,458890.486,3107984.686,0.35,GIS,20.74,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_001_basePlot,current
DSNY_001,32_10_2,distributed,basePlot,28.096624688998,-81.4184916187028,WGS84,17N,458889.40486117,3107976.76713883,1.1,GIS,20.79,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,33,DSNY_001_basePlot,current
DSNY_001,32_10_4,distributed,basePlot,28.09668641263,-81.41849185814,WGS84,17N,458889.40486117,3107983.60486117,1.1,GIS,20.71,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,33,DSNY_001_basePlot,current
DSNY_001,32_100,distributed,basePlot,28.0966554446455,-81.418526540495,WGS84,17N,458885.986,3107980.186,2.1,GIS,20.73,0.53,woodyWetlands,div|vst,100,10m x 10m,33,DSNY_001_basePlot,current
DSNY_001,31_1_4,distributed,basePlot,28.0966958741295,-81.4185836112549,WGS84,17N,458880.395,3107984.684,0.35,GIS,20.8,0.53,woodyWetlands,div|vst,1,1m x 1m,41,DSNY_001_basePlot,current
DSNY_001,31_10_4,distributed,basePlot,28.0966860811866,-81.4185945787732,WGS84,17N,458879.31386117,3107983.60286117,1.1,GIS,20.76,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,41,DSNY_001_basePlot,current
DSNY_001,41_1_1,distributed,basePlot,28.096704932117,-81.4185734668406,WGS84,17N,458881.395,3107985.684,0.35,GIS,20.74,0.53,woodyWetlands,div|vst,1,1m x 1m,41,DSNY_001_basePlot,current
DSNY_001,41_10_1,distributed,basePlot,28.0967147250582,-81.4185624993185,WGS84,17N,458882.47613883,3107986.76513883,1.1,GIS,20.77,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,41,DSNY_001_basePlot,current
DSNY_001,41_100,distributed,basePlot,28.0967456930517,-81.4185278169551,WGS84,17N,458885.895,3107990.184,2.1,GIS,20.75,0.53,woodyWetlands,div|vst,100,10m x 10m,41,DSNY_001_basePlot,current
DSNY_001,40_1_1,distributed,basePlot,28.096701811074,-81.4186762479214,WGS84,17N,458871.297,3107985.373,0.35,GIS,20.71,0.53,woodyWetlands,div|vst,1,1m x 1m,49,DSNY_001_basePlot,current
DSNY_001,40_1_3,distributed,basePlot,28.0967830534294,-81.4186765632155,WGS84,17N,458871.297,3107994.373,0.35,GIS,20.75,0.53,woodyWetlands,div|vst,1,1m x 1m,49,DSNY_001_basePlot,current
DSNY_001,40_10_1,distributed,basePlot,28.0967116040233,-81.418665280409,WGS84,17N,458872.37813883,3107986.45413883,1.1,GIS,20.75,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,49,DSNY_001_basePlot,current
DSNY_001,40_10_3,distributed,basePlot,28.0967733276532,-81.4186655199464,WGS84,17N,458872.37813883,3107993.29186117,1.1,GIS,20.73,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,49,DSNY_001_basePlot,current
DSNY_001,40_100,distributed,basePlot,28.096742572042402,-81.4186305980765,WGS84,17N,458875.797,3107989.873,2.1,GIS,20.8,0.53,woodyWetlands,div|vst,100,10m x 10m,49,DSNY_001_basePlot,current
DSNY_001,41_1_4,distributed,basePlot,28.0967854843234,-81.4184863572555,WGS84,17N,458889.983,3107994.578,0.35,GIS,20.77,0.53,woodyWetlands,div|vst,1,1m x 1m,51,DSNY_001_basePlot,current
DSNY_001,41_10_4,distributed,basePlot,28.0967756913882,-81.4184973247918,WGS84,17N,458888.90186117,3107993.49686117,1.1,GIS,20.8,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,51,DSNY_001_basePlot,current
DSNY_002,31_1_1,distributed,basePlot,28.0481595857015,-81.4169768046648,WGS84,17N,459019.827,3102607.392,0.35,GIS,17.67,0.53,woodyWetlands,div|vst,1,1m x 1m,31,DSNY_002_basePlot,current
DSNY_002,31_10_1,distributed,basePlot,28.0481693785328,-81.4169658418652,WGS84,17N,459020.90813883,3102608.47313883,1.1,GIS,17.71,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,31,DSNY_002_basePlot,current
DSNY_002,31_100,distributed,basePlot,28.0482003461788,-81.4169311744359,WGS84,17N,459024.327,3102611.892,2.1,GIS,17.75,0.53,woodyWetlands,div|vst,100,10m x 10m,31,DSNY_002_basePlot,current
DSNY_002,32_1_2,distributed,basePlot,28.048161927977,-81.4167850660913,WGS84,17N,459038.672,3102607.587,0.35,GIS,17.66,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_002_basePlot,current
DSNY_002,32_1_4,distributed,basePlot,28.0482431709268,-81.4167853793221,WGS84,17N,459038.672,3102616.587,0.35,GIS,17.59,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_002_basePlot,current
DSNY_002,32_10_2,distributed,basePlot,28.0481716540285,-81.4167961041632,WGS84,17N,459037.59086117,3102608.66813883,1.1,GIS,17.64,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,33,DSNY_002_basePlot,current
DSNY_002,32_10_4,distributed,basePlot,28.0482333781098,-81.4167963421457,WGS84,17N,459037.59086117,3102615.50586117,1.1,GIS,17.63,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,33,DSNY_002_basePlot,current
DSNY_002,32_100,distributed,basePlot,28.0482024104975,-81.4168310096245,WGS84,17N,459034.172,3102612.087,2.1,GIS,17.7,0.53,woodyWetlands,div|vst,100,10m x 10m,33,DSNY_002_basePlot,current
DSNY_002,31_1_4,distributed,basePlot,28.0482397932398,-81.4168840433836,WGS84,17N,459028.974,3102616.246,0.35,GIS,17.66,0.53,woodyWetlands,div|vst,1,1m x 1m,41,DSNY_002_basePlot,current
DSNY_002,31_10_4,distributed,basePlot,28.048230000415,-81.4168950061978,WGS84,17N,459027.89286117,3102615.16486117,1.1,GIS,17.64,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,41,DSNY_002_basePlot,current
DSNY_002,41_1_1,distributed,basePlot,28.0482488511182,-81.416873903320493,WGS84,17N,459029.974,3102617.246,0.35,GIS,17.68,0.53,woodyWetlands,div|vst,1,1m x 1m,41,DSNY_002_basePlot,current
DSNY_002,41_10_1,distributed,basePlot,28.0482586439413,-81.4168629405025,WGS84,17N,459031.05513883,3102618.32713883,1.1,GIS,17.68,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,41,DSNY_002_basePlot,current
DSNY_002,41_100,distributed,basePlot,28.0482896115615,-81.4168282730151,WGS84,17N,459034.474,3102621.746,2.1,GIS,17.61,0.53,woodyWetlands,div|vst,100,10m x 10m,41,DSNY_002_basePlot,current
DSNY_002,40_1_1,distributed,basePlot,28.0482515746472,-81.4169818298123,WGS84,17N,459019.368,3102617.584,0.35,GIS,17.69,0.53,woodyWetlands,div|vst,1,1m x 1m,49,DSNY_002_basePlot,current
DSNY_002,40_1_3,distributed,basePlot,28.0483328175939,-81.4169821431922,WGS84,17N,459019.368,3102626.584,0.35,GIS,17.71,0.53,woodyWetlands,div|vst,1,1m x 1m,49,DSNY_002_basePlot,current
DSNY_002,40_10_1,distributed,basePlot,28.0482613674789,-81.4169708670039,WGS84,17N,459020.44913883,3102618.66513883,1.1,GIS,17.71,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,49,DSNY_002_basePlot,current
DSNY_002,40_10_3,distributed,basePlot,28.048323091558,-81.4169711050871,WGS84,17N,459020.44913883,3102625.50286117,1.1,GIS,17.63,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,49,DSNY_002_basePlot,current
DSNY_002,40_100,distributed,basePlot,28.048292335126,-81.416936199547,WGS84,17N,459023.868,3102622.084,2.1,GIS,17.67,0.53,woodyWetlands,div|vst,100,10m x 10m,49,DSNY_002_basePlot,current
DSNY_002,41_1_4,distributed,basePlot,28.0483335063238,-81.4167879559358,WGS84,17N,459038.453,3102626.595,0.35,GIS,17.62,0.53,woodyWetlands,div|vst,1,1m x 1m,51,DSNY_002_basePlot,current
DSNY_002,41_10_4,distributed,basePlot,28.048323713506502,-81.4167989187681,WGS84,17N,459037.37186117,3102625.51386117,1.1,GIS,17.58,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,51,DSNY_002_basePlot,current
DSNY_003,31_1_1,distributed,basePlot,28.0741191766381,-81.4256226847227,WGS84,17N,458180.157,3105486.077,0.35,GIS,18.93,0.53,woodyWetlands,div|vst,1,1m x 1m,31,DSNY_003_basePlot,current
DSNY_003,31_10_1,distributed,basePlot,28.074128970143,-81.4256117201144,WGS84,17N,458181.23813883,3105487.15813883,1.1,GIS,18.93,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,31,DSNY_003_basePlot,current
DSNY_003,31_100,distributed,basePlot,28.0741599399189,-81.4255770469657,WGS84,17N,458184.657,3105490.577,2.1,GIS,18.99,0.53,woodyWetlands,div|vst,100,10m x 10m,31,DSNY_003_basePlot,current
DSNY_003,32_1_2,distributed,basePlot,28.0741234737289,-81.4254333506695,WGS84,17N,458198.762,3105486.488,0.35,GIS,18.86,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_003_basePlot,current
DSNY_003,32_1_4,distributed,basePlot,28.0742047162808,-81.4254336707486,WGS84,17N,458198.762,3105495.488,0.35,GIS,18.96,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_003_basePlot,current
DSNY_003,32_10_2,distributed,basePlot,28.074133199011,-81.4254443921954,WGS84,17N,458197.68086117,3105487.56913883,1.1,GIS,18.86,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,33,DSNY_003_basePlot,current
DSNY_003,32_10_4,distributed,basePlot,28.0741949227901,-81.4254446353808,WGS84,17N,458197.68086117,3105494.40686117,1.1,GIS,18.86,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,33,DSNY_003_basePlot,current
DSNY_003,32_100,distributed,basePlot,28.0741639530473,-81.4254793085791,WGS84,17N,458194.262,3105490.988,2.1,GIS,18.82,0.53,woodyWetlands,div|vst,100,10m x 10m,33,DSNY_003_basePlot,current
DSNY_003,31_1_4,distributed,basePlot,28.0742047828042,-81.425537429936,WGS84,17N,458188.567,3105495.531,0.35,GIS,18.84,0.53,woodyWetlands,div|vst,1,1m x 1m,41,DSNY_003_basePlot,current
DSNY_003,31_10_4,distributed,basePlot,28.0741949893052,-81.4255483945587,WGS84,17N,458187.48586117,3105494.44986117,1.1,GIS,18.87,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,41,DSNY_003_basePlot,current
DSNY_003,41_1_1,distributed,basePlot,28.0742138413061,-81.4255272882,WGS84,17N,458189.567,3105496.531,0.35,GIS,18.8,0.53,woodyWetlands,div|vst,1,1m x 1m,41,DSNY_003_basePlot,current
DSNY_003,41_10_1,distributed,basePlot,28.0742236348033,-81.4255163235736,WGS84,17N,458190.64813883,3105497.61213883,1.1,GIS,18.8,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,41,DSNY_003_basePlot,current
DSNY_003,41_100,distributed,basePlot,28.0742546045553,-81.4254816503671,WGS84,17N,458194.067,3105501.031,2.1,GIS,18.86,0.53,woodyWetlands,div|vst,100,10m x 10m,41,DSNY_003_basePlot,current
DSNY_003,40_1_1,distributed,basePlot,28.0742139359733,-81.425624859627,WGS84,17N,458179.98,3105496.575,0.35,GIS,18.89,0.53,woodyWetlands,div|vst,1,1m x 1m,49,DSNY_003_basePlot,current
DSNY_003,40_1_3,distributed,basePlot,28.0742951785222,-81.4256251798514,WGS84,17N,458179.98,3105505.575,0.35,GIS,18.78,0.53,woodyWetlands,div|vst,1,1m x 1m,49,DSNY_003_basePlot,current
DSNY_003,40_10_1,distributed,basePlot,28.0742237294783,-81.4256138950095,WGS84,17N,458181.06113883,3105497.65613883,1.1,GIS,18.87,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,49,DSNY_003_basePlot,current
DSNY_003,40_10_3,distributed,basePlot,28.0742854532552,-81.4256141382927,WGS84,17N,458181.06113883,3105504.49386117,1.1,GIS,18.76,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,49,DSNY_003_basePlot,current
DSNY_003,40_100,distributed,basePlot,28.0742546992546,-81.4255792218313,WGS84,17N,458184.48,3105501.075,2.1,GIS,18.81,0.53,woodyWetlands,div|vst,100,10m x 10m,49,DSNY_003_basePlot,current
DSNY_003,41_1_4,distributed,basePlot,28.0742921102908,-81.4254356027455,WGS84,17N,458198.606,3105505.17,0.35,GIS,18.85,0.53,woodyWetlands,div|vst,1,1m x 1m,51,DSNY_003_basePlot,current
DSNY_003,41_10_4,distributed,basePlot,28.0742823167999,-81.4254465673862,WGS84,17N,458197.52486117,3105504.08886117,1.1,GIS,18.87,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,51,DSNY_003_basePlot,current
DSNY_004,31_1_1,distributed,basePlot,28.0996504561172,-81.400069897209,WGS84,17N,460700.185,3108305.868,0.35,GIS,18.96,0.53,woodyWetlands,div|vst,1,1m x 1m,31,DSNY_004_basePlot,current
DSNY_004,31_10_1,distributed,basePlot,28.0996602475956,-81.4000589276914,WGS84,17N,460701.26613883,3108306.94913883,1.1,GIS,18.94,0.53,woodyWetlands,div|vst,10,3.16m x 3.16m,31,DSNY_004_basePlot,current
DSNY_004,31_100,distributed,basePlot,28.099691210963,-81.4000242390181,WGS84,17N,460704.685,3108310.368,2.1,GIS,19,0.53,woodyWetlands,div|vst,100,10m x 10m,31,DSNY_004_basePlot,current
DSNY_004,32_1_2,distributed,basePlot,28.099647467695,-81.3998781079199,WGS84,17N,460719.024,3108305.475,0.35,GIS,19.08,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_004_basePlot,current
DSNY_004,32_1_4,distributed,basePlot,28.0997287102066,-81.399878409095,WGS84,17N,460719.024,3108314.475,0.35,GIS,18.93,0.53,woodyWetlands,div|vst,1,1m x 1m,33,DSNY_004_basePlot,current
